,start,stop,mid,M 1,M 2,M 3,M 4,M 5,M 6,M 7,M 8,M 9,M 10,M 11,M 12,M 13,
2290,5722501,5732501,5727501,-0.27913557,-0.561154295,-0.520522474,1.387039696,-0.778172451,0.612710524,0.16628614,-1.410652898,-1.103914029,0.295374444,-1.366319429,-1.290839024,NA,
2291,5725001,5735001,5730001,0.371860474,-0.280574508,-0.41545372,1.530711652,-0.459578202,0.550511415,0.221641418,-1.482294651,-1.227689539,0.310494695,-1.424387468,-1.3836406,NA,
2292,5727501,5737501,5732501,NA,0.699101286,1.445096912,1.797559196,-0.292204424,0.455625704,0.398909374,-1.524144926,-1.239225472,0.394577243,-0.522236337,-1.399778521,NA,
2293,5730001,5740001,5735001,NA,NA,NA,2.026402071,-0.21796962,0.358569606,0.585819279,-1.600916901,-1.214016429,0.351991584,NA,-1.543429974,NA,
2294,5732501,5742501,5737501,0.673839617,-0.139631371,0.254966779,2.259138919,-0.157201831,0.124555195,0.579008167,-1.587724223,-1.20958266,0.287924927,-0.893902581,-1.546352704,NA,
2295,5735001,5745001,5740001,0.673839617,0.050306279,-0.938942564,2.24443046,-0.355434186,-0.036610435,0.510991608,-1.37369286,-1.110435549,0.22280121,-0.515839104,-1.545867795,NA,
2296,5737501,5747501,5742501,0.467049417,0.017104031,-0.806938983,1.751683038,-0.383725436,-0.368506874,0.178609147,-1.270787814,-1.111213971,-0.243582761,-0.880175419,-1.547212595,NA,
2297,5740001,5750001,5745001,0.345873964,0.494877407,-1.021899478,1.656621637,-0.457585608,-0.558066193,-0.050013471,-0.877923948,-1.343898355,-0.406592794,-1.124300641,-1.523865243,NA,
2298,5742501,5752501,5747501,0.483041945,0.634940952,-1.30640716,1.778235631,-0.731193796,-0.760477896,0.053834864,-1.011927225,-1.271605938,-0.400940602,-1.282188767,-1.502849005,NA,
2299,5745001,5755001,5750001,0.473688072,0.80026082,-1.244284263,1.7703503,-1.272008462,-1.160669971,0.235158635,-1.296901449,-1.289170884,-0.25020356,-1.862587187,-1.460437345,NA,
2300,5747501,5757501,5752501,0.554191223,1.335683003,-1.506799055,1.830955922,-1.400337822,-1.216349495,0.1395926,-1.273794932,-1.289535495,-0.047320396,-1.708460126,-1.376033081,NA,
2301,5750001,5760001,5755001,0.526597536,0.391374187,-1.466902277,1.89518564,-1.27891257,-1.004113547,0.269587045,-1.554736032,-1.317514174,0.048818,-1.634390025,-1.376858269,NA,
2302,5752501,5762501,5757501,0.190069172,0.386349819,-0.251271609,2.036534514,-1.026192527,-0.693566198,0.351752767,-1.650726011,-1.33352834,0.010175082,-1.673167436,-1.288194126,NA,
2303,5755001,5765001,5760001,-0.153597648,0.276353249,-0.251271609,1.965414881,-0.306611682,-0.204797848,0.357303797,-1.6528617,-0.856743397,-0.237491548,-0.878952849,-1.27790053,NA,
2304,5757501,5767501,5762501,-0.796843874,0.78168157,-0.295720515,1.828496029,-0.394014188,0.001436025,0.717933559,-1.690998668,-0.887004631,-0.486306159,-0.940855196,-1.21885122,NA,
2305,5760001,5770001,5765001,0.038920785,0.585402864,-0.064213597,1.846109702,-0.400107183,0.00866771,0.533414418,-1.602274332,-0.450277201,-0.561999084,-0.60398644,-1.143859051,NA,
2306,5762501,5772501,5767501,0.650102495,0.539962384,-0.398753122,1.82396294,-0.662556661,-0.100178841,0.3778967,-1.033674931,-0.406310906,-0.504932948,-0.42393938,-1.152442648,NA,
2307,5765001,5775001,5770001,-0.068672661,0.726609784,-0.24624717,1.751447725,-0.912314021,-0.013811849,0.224005966,-0.701361534,-0.679661145,-0.215534453,-1.497948754,-1.171176718,NA,
2308,5767501,5777501,5772501,0.083378759,0.303656218,0.244462292,2.007062602,-0.749522401,-0.077811385,0.029229153,-0.906401565,-0.774002477,0.290901875,-1.389489382,-1.256579325,NA,
2309,5770001,5780001,5775001,-0.153597648,0.25068773,0.219358003,1.847954385,-0.654144237,-0.14445395,0.06110853,-1.021883825,-0.803393227,0.460072147,-1.548917509,-1.261613285,NA,
2310,5772501,5782501,5777501,-0.222343357,0.128884228,0.219358003,1.750181264,-0.582620849,-0.314981933,0.360625199,-1.34251094,-0.869314692,-0.08577157,-1.524875271,-1.147852011,NA,
2311,5775001,5785001,5780001,0.700382431,-0.513799878,0.324316658,1.956214613,-0.677592052,-0.380585403,0.425363973,-1.437764258,-0.833391787,-0.090444892,-0.853863001,-1.099742499,NA,
2312,5777501,5787501,5782501,0.583662314,-0.870223645,0.092137135,2.013697683,-0.69233535,-0.237515063,0.661574812,-1.532696338,-0.945910819,-0.219324077,-0.559827486,-1.055221638,NA,
2313,5780001,5790001,5785001,0.44357554,-0.911366591,0.289714629,1.894414633,-0.801130479,-0.408809712,0.776746276,-1.526158798,-1.171701548,-0.614357642,0.178051263,-0.825160319,NA,
2314,5782501,5792501,5787501,0.18828733,-0.838904233,0.237536615,1.851987223,-0.702230386,-0.149174831,0.625270586,-1.680969705,-1.118385176,-0.08038069,-0.351978335,-1.362713089,NA,
2315,5785001,5795001,5790001,-0.27913557,-0.499535906,-0.1035082,1.732152847,-0.66679296,-0.209350689,0.585018702,-1.642653805,-1.262826422,-0.059139114,-0.8825972,-1.428580222,NA,
2316,5787501,5797501,5792501,-0.129702736,-0.435639556,0.208226957,1.686229224,-0.639672443,-0.124381989,0.217105915,-1.539296421,-1.269945884,-0.116949659,-1.082746276,-1.368774328,NA,
2317,5790001,5800001,5795001,-0.070038243,-0.470864055,0.173856965,1.857011191,-0.632641209,-0.00412122,0.049718945,-1.511061662,-1.273249162,-0.094316137,-1.258533794,-1.452097324,NA,
2318,5792501,5802501,5797501,-0.108610956,-0.857926953,0.492188488,1.884599132,-0.513958234,0.179359761,0.191554392,-1.444335471,-1.436276449,-0.035774478,-1.324085578,-1.473062183,NA,
2319,5795001,5805001,5800001,-0.207821709,-0.88341193,0.738598769,1.862250177,-0.353935182,0.312217427,0.227536498,-1.420116821,-1.546395823,-0.033800658,-1.43196767,-1.362141819,NA,
2320,5797501,5807501,5802501,-0.335018699,-1.028135772,0.547753178,1.853055011,-0.340300535,0.062324378,0.397169845,-1.401476081,-1.498499951,-0.133950845,-1.434652209,-1.345101727,NA,
2321,5800001,5810001,5805001,-0.316680699,-1.318416221,0.517556883,1.845893135,-0.594134655,-0.314266548,0.598491514,-1.333339851,-1.617052933,-0.181405239,-1.275041975,-1.27580166,NA,
2322,5802501,5812501,5807501,-0.384433436,-0.197320741,0.324316658,2.055159248,-0.741857057,-0.651246735,0.405358054,-1.325694923,-1.550023187,-0.354393355,-1.055738133,-1.178749269,NA,
2323,5805001,5815001,5810001,-0.558271141,-0.059784349,-0.19834858,2.156325651,-0.670361306,-0.662901484,0.279242186,-1.417390023,-1.485959929,-0.195110955,-1.210217886,-1.295442359,NA,
2324,5807501,5817501,5812501,-0.81733648,-0.128018295,0.039542187,2.166616302,-0.681218823,-0.290146392,0.157381949,-1.508117015,-1.339966102,0.018171672,-0.877715277,-1.500256177,NA,
2325,5810001,5820001,5815001,-0.222343357,0.0662574,0.020586507,2.027469666,-0.332528738,0.079682515,0.194544155,-1.525979369,-1.123431982,0.213047388,-0.925002003,-1.522499968,NA,
2326,5812501,5822501,5817501,0.038920785,0.070490939,-0.090777152,1.871129578,-0.436755412,0.198610235,0.252143365,-1.615367281,-1.146184827,0.241296242,-0.968850525,-1.508410329,NA,
2327,5815001,5825001,5820001,NA,0.02958266,0.228910141,1.893978406,-0.707802066,0.113187091,0.218728887,-1.595215862,-1.081002216,0.099742828,-1.030047038,-1.475581201,NA,
2328,5817501,5827501,5822501,0.083378759,0.086478293,0.396470756,1.915931557,-0.804133736,-0.332084897,0.274065165,-1.623726681,-0.904892033,-0.086048561,-1.211791983,-1.483386058,NA,
2329,5820001,5830001,5825001,-0.389207848,-0.459807935,0.63464557,2.037047995,-1.193865177,-0.5193067,0.44328936,-1.621852853,-0.467636108,-0.072415948,-0.362808707,-1.485407037,NA,
2330,5822501,5832501,5827501,-0.314458488,-0.441861611,0.63464557,2.014264078,-1.353693871,-0.81266773,0.458458965,-1.524088577,0.026054418,-0.046145688,0.362988061,-1.498373391,NA,
2331,5825001,5835001,5830001,-0.612372436,-0.681519019,0.850567552,1.94767964,-1.563037625,-0.996809029,0.559191996,-1.515081559,0.37915347,0.066294355,1.042477058,-1.548712118,NA,
2332,5827501,5837501,5832501,NA,-0.840028223,NA,1.913834714,-1.747901609,-0.952454856,0.633880437,-1.129522141,0.500642866,0.378592643,1.886946894,-1.548770186,NA,
2333,5830001,5840001,5835001,-0.065010249,-0.76960687,-1.295030853,1.858154959,-1.566638341,-0.818648631,0.338550654,-1.0590442,0.245156637,-0.147564564,1.285348213,-1.528605661,NA,
2334,5832501,5842501,5837501,0.371860474,-0.766999029,-1.01062919,1.949081067,-1.359627694,-0.684500411,0.331982089,-1.107744261,-0.298364972,-0.451523349,0.516223505,-1.451961749,NA,
2335,5835001,5845001,5840001,0.686726606,-0.663372696,-0.735277831,1.959236579,-1.013021036,-0.29659101,0.483113078,-1.148062586,-0.620534092,-0.217245686,-0.416634235,-1.412474096,NA,
2336,5837501,5847501,5842501,-0.070752309,-0.29780677,-0.696787084,2.034392528,-0.68444406,-0.130064969,0.449169464,-1.51607531,-1.161027659,0.138562698,-1.542316369,-1.312208374,NA,
2337,5840001,5850001,5845001,-0.129702736,-0.143176639,-0.696787084,2.161312861,-0.572118638,-0.098479014,0.421972528,-1.593152205,-1.168392111,0.187564046,-1.738210074,-1.204670417,NA,
2338,5842501,5852501,5847501,-0.326845134,-0.274651452,-0.456703732,1.925991046,-0.467080186,0.01812647,0.316936876,-1.425535446,-1.102633968,0.415782186,-1.652765022,-1.307560115,NA,
2339,5845001,5855001,5850001,-0.83378759,0.418788479,-0.415603783,2.040416928,-0.53146276,-0.210741578,0.084040692,-1.365557778,-1.012021033,0.278034812,-1.402365701,-1.363250758,NA,
2340,5847501,5857501,5852501,-0.709896168,1.639539955,-0.290559801,1.855391303,-0.599729994,-0.574775252,-0.091439893,-1.366147981,-0.942270922,0.059142528,-1.267558546,-1.410635032,NA,
2341,5850001,5860001,5855001,-0.612372436,2.235565713,0.028764527,1.685145293,-0.672573379,-0.802822827,-0.076533823,-1.156970686,-1.054013997,0.05299672,-1.317567738,-1.465279015,NA,
2342,5852501,5862501,5857501,-0.612372436,1.864835391,-0.062228413,1.818075239,-1.41201323,-1.330051707,-0.236467663,-1.024047675,-1.159267296,-0.234120529,-1.322183948,-1.390139347,NA,
2343,5855001,5865001,5860001,NA,2.029544657,NA,0.925051426,-2.280830424,-2.067465214,NA,-0.557860486,-1.318254224,-0.401636269,NA,0.196505139,NA,
2344,5857501,5867501,5862501,NA,1.598155613,NA,0.925051426,-2.290499499,-2.192824169,NA,-0.557860486,-1.318254224,-0.401636269,NA,0.375219196,NA,
2345,5860001,5870001,5865001,-0.2124917,-0.700994537,NA,1.767852995,-2.102379307,-1.956616489,NA,-0.008934185,-1.318254224,0.279912593,NA,0.375219196,NA,
2346,5862501,5872501,5867501,-0.2124917,-1.364067127,NA,1.965726124,-1.974516033,-1.790498208,NA,1.007285215,0.078027074,1.285509088,NA,0.375219196,NA,
2347,5865001,5875001,5870001,-0.2124917,-1.364067127,NA,2.071512186,-1.815471952,-1.204599267,NA,1.207613684,NA,1.308794616,NA,0.850567552,NA,
2348,5867501,5877501,5872501,-0.2124917,-1.557513527,NA,2.608015379,-1.997673414,-1.915306524,NA,1.207613684,NA,1.308794616,NA,NA,NA,
2349,5870001,5880001,5875001,1.089762668,-0.114328214,NA,3.054424793,-1.992737461,-1.213768087,NA,-0.872904831,-0.948123744,0.478167804,NA,NA,NA,
2350,5872501,5882501,5877501,0.673839617,0.232108283,NA,2.824746316,-1.487276533,-0.931260679,0.060371873,-1.066896252,-1.218850617,0.488864002,1.422662571,-1.477393779,NA,
2351,5875001,5885001,5880001,0.389100875,0.218237083,-1.233111763,2.378209761,-1.165312989,-0.693344288,0.111570553,-1.137218461,-1.132168506,0.518193206,0.588674569,-1.448296113,NA,
2352,5877501,5887501,5882501,0.389100875,0.249410611,-0.825819065,2.160591614,-0.95836018,-0.489436506,0.059978108,-1.155864658,-1.153811828,0.188144027,0.361026448,-1.38345244,NA,
2353,5880001,5890001,5885001,0.583662314,0.162281286,-0.398753122,1.950934954,-0.551246439,-0.116657096,-0.061226576,-1.210910362,-1.333277837,0.117380134,-0.256036175,-1.407142087,NA,
2354,5882501,5892501,5887501,0.345873964,-0.219241833,0.529175975,1.629950995,-0.631885068,0.09227652,-0.123521101,-1.211967597,-1.290934538,-0.133667408,-0.580286137,-1.403400282,NA,
2355,5885001,5895001,5890001,0.837406711,-0.274002279,1.116711332,1.851407892,-0.649037602,0.147929525,-0.348635274,-1.095038462,-1.399722263,-0.447666505,-0.939975478,-1.413029865,NA,
2356,5887501,5897501,5892501,0.700382431,-0.228103977,1.337269052,1.95754392,-0.506087929,0.095127293,-0.35122499,-1.109732766,-1.367449996,-0.119769212,-0.955276522,-1.438523898,NA,
2357,5890001,5900001,5895001,-0.222343357,-0.02752877,1.1369711,2.089389122,-0.475241421,-0.111429396,-0.323723714,-1.079450388,-1.245032041,-0.42506279,-0.772345843,-1.417904603,NA,
2358,5892501,5902501,5897501,0.038920785,-0.296767959,0.466624544,2.007762205,-0.401689853,-0.326066123,-0.348000737,-0.865096767,-1.089007225,-0.497732838,-0.866523018,-1.41131068,NA,
2359,5895001,5905001,5900001,-0.583652026,-0.380007136,0.346586273,1.747234214,-0.275043718,-0.359151055,-0.033416564,-1.023667767,-1.137476168,-0.160461379,-0.880929469,-1.338536653,NA,
2360,5897501,5907501,5902501,-0.558271141,-0.145293218,0.12425659,1.695544597,-0.251806279,-0.208674633,-0.08349343,-1.058447435,-1.135174806,-0.238038001,-1.031901515,-1.34357226,NA,
2361,5900001,5910001,5905001,-0.446372294,-0.024861382,0.240003719,1.422645856,-0.255314377,-0.215998273,-0.068573014,-1.19581757,-1.160815758,-0.086933517,-1.398724375,-1.385202089,NA,
2362,5902501,5912501,5907501,-0.528065474,0.291875266,0.229085568,1.407740954,-0.243296004,0.074767772,0.00206297,-1.418747264,-1.244692349,0.086456685,-1.398640165,-1.338303666,NA,
2363,5905001,5915001,5910001,-0.754451078,1.032825349,0.536077244,1.382833819,-0.300338627,0.135997285,-0.075971525,-1.492208639,-0.996005199,-0.411856394,-1.470378178,-1.384062245,NA,
2364,5907501,5917501,5912501,-0.446372294,1.130532549,0.887764764,1.120615702,-0.44278418,0.052734412,0.03480656,-1.600541371,-0.842065999,-0.540447993,-1.249502216,-1.020080716,NA,
2365,5910001,5920001,5915001,-0.389207848,1.826734881,0.887764764,0.983376519,-0.720514921,-0.231022878,0.22531842,-1.575984914,-0.713429655,-0.837449992,-0.472527866,-0.762750648,NA,
2366,5912501,5922501,5917501,-0.068672661,1.642844818,0.736375196,0.978544258,-0.958249003,-0.969740889,0.248278831,-1.563112114,-0.48455643,-1.15609856,-0.948983044,-0.557028662,NA,
2367,5915001,5925001,5920001,-0.181140729,0.362321676,0.861814071,1.389877769,-0.861570133,-0.535533124,0.170447923,-1.419890293,-1.070328063,0.470889985,-0.799219863,-0.388058433,NA,
2368,5917501,5927501,5922501,-0.070038243,0.456548568,0.302516927,1.71621923,-0.862936078,-0.342330316,-0.129521886,-1.242455869,-1.210243089,0.392970542,-0.933437787,-1.310629971,NA,
2369,5920001,5930001,5925001,-0.359233327,0.067496431,0.252792667,1.918217827,-0.663125246,-0.000582367,0.000419785,-1.192674958,-1.167989103,0.489957099,-1.050032725,-1.30375428,NA,
2370,5922501,5932501,5927501,-0.359233327,0.049245226,0.109005496,1.786001532,-0.43288427,0.080554709,-0.036496961,-1.247237511,-1.208301644,0.358367417,-1.119558243,-1.189863386,NA,
2371,5925001,5935001,5930001,-0.359233327,0.274661069,-0.224888298,1.70546147,-0.443949697,0.317746567,-0.041390444,-1.251472528,-1.239497305,0.2670446,-1.202933487,-1.264804774,NA,
2372,5927501,5937501,5932501,-0.595738927,0.14816094,-0.065647709,1.52539863,-0.394318058,0.354101021,0.027970523,-1.39147599,-1.214777868,0.269695973,-1.323113433,-1.166993909,NA,
2373,5930001,5940001,5935001,-0.159234339,0.19087426,0.059059834,1.139608433,-0.264132451,0.324940307,0.122897246,-1.585608603,-1.302074672,0.15740882,-1.334396039,-1.105932269,NA,
2374,5932501,5942501,5937501,-0.202551235,0.140692872,-0.065647709,1.386785509,-0.278801732,0.289907139,0.331044987,-1.362726577,-1.328529235,0.093500863,-1.495939738,-1.269953771,NA,
2375,5935001,5945001,5940001,-0.037264552,0.049556476,0.047362337,1.374000967,-0.279093059,0.209457987,0.479026483,-1.397969549,-1.3074299,-0.098988732,-1.570841476,-1.133340868,NA,
2376,5937501,5947501,5942501,0.395403394,-0.025439513,0.194146593,1.570615506,-0.069706496,0.241414532,0.735043743,-1.370824273,-1.241612708,-0.122103761,-1.577215485,-1.243718416,NA,
2377,5940001,5950001,5945001,NA,0.094399828,0.364988077,1.762082925,-0.07021564,0.328482622,0.547753834,-1.37552657,-1.173129533,-0.179734753,-1.623329512,-1.257947482,NA,
2378,5942501,5952501,5947501,0.464009714,0.256280129,0.731584309,1.705461841,-0.147098113,0.434007439,0.150020875,-1.587264502,-1.159817991,-0.026645704,-1.289691948,-1.216310647,NA,
2379,5945001,5955001,5950001,0.433622511,0.1445917,0.850959133,1.612496908,-0.297278769,0.194252049,0.130238732,-1.595741067,-1.190455457,0.06148007,-1.426748569,-1.291980954,NA,
2380,5947501,5957501,5952501,0.400672038,0.154831256,0.844996919,1.480668787,-0.445575381,0.106786732,0.088642787,-1.598518413,-1.273830069,-0.026973182,-1.29312377,-1.291980954,NA,
2381,5950001,5960001,5955001,0.570824613,0.186686335,0.608462118,1.648772116,-0.364412102,0.000939295,0.08535043,-1.453997773,-1.3394863,0.089699342,-1.242284959,-1.263482571,NA,
2382,5952501,5962501,5957501,0.318385392,0.066504079,0.460301771,1.424123913,-0.361857344,-0.078126523,0.244749593,-1.357082053,-1.289248979,0.251171661,-1.239312875,-1.153083261,NA,
2383,5955001,5965001,5960001,0.318385392,-0.367837632,0.501113394,1.717826089,-0.223835257,-0.069511839,0.269290154,-1.323020233,-1.31784466,0.269022738,-1.02912493,-1.164959933,NA,
2384,5957501,5967501,5962501,0.309026973,-0.261646761,0.249921979,1.892434439,-0.156285254,-0.118960316,0.198629602,-1.258604092,-1.329000302,0.316527405,-0.660163311,-1.133551922,NA,
2385,5960001,5970001,5965001,1.306267224,-0.514850477,0.702770118,1.543155323,-0.658493891,-0.367072575,0.035623852,-1.286903111,-1.021879034,0.081838056,-0.566700451,-1.212111366,NA,
2386,5962501,5972501,5967501,1.442125872,-0.538793979,0.552212948,1.895672441,-1.004786948,-0.54524994,-0.517633928,-1.262957545,-1.038500796,-0.221370303,-0.599836287,-1.413135531,NA,
2387,5965001,5975001,5970001,1.751435315,-0.502972834,0.640776604,1.53800899,-1.329139851,-0.580507715,-0.940277484,-1.066903188,-0.994856216,-0.325984957,-0.723991664,-1.348036757,NA,
2388,5967501,5977501,5972501,1.297027364,-0.226939503,0.670681563,1.134573886,-1.358731432,-0.576323873,-1.044969063,-0.839073453,-0.961868106,-0.360217608,-1.276913159,-1.306871141,NA,
2389,5970001,5980001,5975001,0.345873964,-0.152842433,0.090124347,1.606473904,-0.98439234,-0.391269835,-0.413350115,-1.056192576,-1.317312835,-0.16561485,-1.384891062,-1.389302741,NA,
2390,5972501,5982501,5977501,0.602519457,-0.131183834,0.229085568,1.645698007,-0.594454919,-0.340614521,-0.064954707,-1.068736144,-1.503627461,-0.275664041,-1.59831125,-1.236386485,NA,
2391,5975001,5985001,5980001,0.583662314,0.045926836,0.229085568,1.649102813,-0.23754255,-0.306986004,0.141222184,-1.064105159,-1.569222259,-0.277916705,-1.538886841,-1.264573423,NA,
2392,5977501,5987501,5982501,0.467049417,-0.146589831,0.993805001,2.34660545,0.089107642,-0.156795454,0.838779648,-1.40656351,-1.900418767,-0.663815661,-1.54618406,-1.358957356,NA,
2393,5980001,5990001,5985001,1.893056448,-0.30692054,1.1369711,2.325294958,0.702916244,-0.695506414,1.305342395,-1.434138485,-1.910982986,-1.372710917,-0.887484662,-0.623102928,NA,
2394,5982501,5992501,5987501,-0.068672661,-0.495402391,0.476384377,2.266736988,0.329674401,-0.179320223,1.13798927,-1.277525745,-1.108352156,-0.858153802,-0.841723469,-1.524848408,NA,
2395,5985001,5995001,5990001,NA,-0.48334928,0.416343892,2.287329444,0.210762909,-0.099513255,0.947457065,-1.093076388,-1.246571451,-0.610285492,-1.077539375,-1.44287348,NA,
2396,5987501,5997501,5992501,NA,-0.403444181,-0.305797581,2.140877039,-0.028733013,-0.099336563,1.119807325,-1.005547365,-1.175295826,-0.209812274,-1.221430515,-1.472267018,NA,
2397,5990001,6000001,5995001,-0.285412306,-0.552166042,-0.169376645,1.471093604,-0.236413554,-0.058125123,1.119652935,-1.105560674,-1.305094368,0.251980339,-0.967793336,-1.493824678,NA,
2398,5992501,6002501,5997501,-0.402534954,-0.496873408,-0.340505463,0.732425335,-0.244043547,-0.042238277,1.177007921,-1.069787027,-1.487523745,0.362202555,-1.180971523,-1.462273509,NA,
2399,5995001,6005001,6000001,-0.623929179,-0.329488902,-0.113496942,0.485206783,-0.140001493,-0.060201633,1.295077135,-1.308330787,-1.456799866,0.216301696,-1.296600383,-1.476485952,NA,
2400,5997501,6007501,6002501,-0.523881935,-0.360970605,0.194146593,0.530191535,-0.09082839,0.033378311,1.162296366,-1.682523007,-1.558495752,0.10242281,-0.087223014,-1.352314882,NA,
2401,6000001,6010001,6005001,-0.528065474,-0.083586362,-0.113496942,1.028104804,-0.028353211,0.15907212,0.550826337,-1.732378528,-1.31924998,-0.091399712,0.245799002,-1.304578807,NA,
2402,6002501,6012501,6007501,NA,-0.281889977,-0.032362985,1.946080596,-0.059752798,0.334286017,0.568265314,-1.74144845,-1.267714247,0.129980583,-0.100371445,-1.390349524,NA,
2403,6005001,6015001,6010001,0.099372139,-0.287907621,0.002007007,1.897870253,-0.101915357,0.421423939,0.350797671,-1.709860219,-1.207298723,0.242543461,-0.169169491,-1.355211379,NA,
2404,6007501,6017501,6012501,0.099372139,-0.294342358,0.144466972,2.09975773,-0.039517175,0.593134778,0.24316432,-1.654333851,-1.132168598,0.398602119,-0.85550099,-1.397905349,NA,
2405,6010001,6020001,6015001,0.236008831,0.063441542,0.758452736,2.102048501,-0.072910092,0.499528699,0.37674296,-1.619092583,-1.275614425,0.196378634,-1.313791867,-1.317099295,NA,
2406,6012501,6022501,6017501,NA,0.097551621,1.283870422,1.896456262,-0.283270624,0.38918978,0.280989626,-1.521214773,-1.10341111,-0.010168678,-1.30376768,-1.176877197,NA,
2407,6015001,6025001,6020001,-0.367491087,0.056054697,0.894144642,1.841219794,-0.377884216,0.466057855,0.409781988,-1.53238366,-1.213896336,0.082021151,-0.465598224,-1.038008294,NA,
2408,6017501,6027501,6022501,-0.583652026,-0.113272443,0.119453234,1.535811514,-0.703947788,-0.397424571,0.190976299,-1.595868401,-1.389153328,-0.017605453,-0.248181951,-1.149236414,NA,
2409,6020001,6030001,6025001,-0.367491087,-0.444511524,-0.062228413,1.522308716,-1.102550265,-1.1224465,-0.093474756,-1.661424411,-1.630439739,0.202464084,-0.659872749,-1.238923972,NA,
2410,6022501,6032501,6027501,-0.116744522,-0.322371058,0.090124347,1.844733413,-0.674946737,-0.957106996,0.017241255,-1.631516303,-1.385016256,0.33880624,-0.831938443,-1.210070945,NA,
2411,6025001,6035001,6030001,0.483041945,-0.336754655,0.517710725,2.207612596,-0.748584278,-0.876301321,-0.043723615,-1.613553697,-1.407467959,0.265882966,-1.273032686,-1.352851386,NA,
2412,6027501,6037501,6032501,0.837406711,-0.180864007,0.497876745,2.114953549,-0.796689644,-0.6272106,0.073348363,-1.579115037,-1.286272705,0.069397985,-1.354285617,-1.30793444,NA,
2413,6030001,6040001,6035001,0.837406711,-0.126148876,0.374606218,2.112700314,-0.602994334,-0.2999471,0.280824979,-1.501401687,-1.254169962,-0.026321909,-1.058511334,-1.339786059,NA,
2414,6032501,6042501,6037501,0.686726606,-0.076692491,0.203912573,1.924056219,-0.77833965,-0.172292319,0.304765447,-1.48188512,-1.419527421,-0.290350695,-0.90990529,-1.435012017,NA,
2415,6035001,6045001,6040001,0.345873964,-0.324967977,-0.32508044,1.586414478,-0.771307373,-0.287559617,0.344025466,-1.510063347,-1.526224639,-0.142997382,-0.428006661,-1.155234565,NA,
2416,6037501,6047501,6042501,0.345873964,-0.367240039,-0.328622449,1.655271923,-0.557935601,-0.157180334,0.225279987,-1.473403698,-1.553426649,0.188763141,0.026906358,-1.151313828,NA,
2417,6040001,6050001,6045001,-0.26532116,-0.422158812,-0.221441198,1.743424745,-0.517988563,-0.155223765,0.194461021,-1.564042173,-1.425234617,0.174059475,0.356309928,-1.099804151,NA,
2418,6042501,6052501,6047501,-0.225944796,-0.479703712,0.492188488,1.967316811,-0.57575013,-0.187273063,0.124173618,-1.585160159,-1.36550862,0.188105032,0.439787398,-1.191865427,NA,
2419,6045001,6055001,6050001,-0.81733648,-0.172452145,1.027720012,2.070973115,-0.621412426,-0.242577317,-0.189322913,-1.243516117,-1.215017146,0.182208868,0.245328171,-1.451550681,NA,
2420,6047501,6057501,6052501,-0.81733648,-0.060115444,0.885067893,2.306418182,-0.614087444,-0.457211022,-0.05497563,-1.251785371,-1.169120579,0.072721418,-0.695545038,-1.474298786,NA,
2421,6050001,6060001,6055001,-0.754451078,0.198394638,0.591863605,2.587261726,-0.678895353,-0.479854224,0.468791598,-1.183160814,-1.142220846,0.122204511,-1.229933988,-1.493060781,NA,
2422,6052501,6062501,6057501,-0.2124917,0.11202583,0.012955375,2.433961143,-0.437326402,-0.446999936,0.693363673,-1.126189636,-1.161530582,0.122222317,-1.465376617,-1.501365303,NA,
2423,6055001,6065001,6060001,-0.222343357,0.030965522,-0.825819065,2.422881265,-0.375097508,-0.345842847,0.843444143,-1.206332407,-1.265750687,0.07968255,-1.497177556,-1.499393918,NA,
2424,6057501,6067501,6062501,-0.071191377,0.12641154,-0.213977048,1.828952711,-0.384775966,-0.163676717,0.64152396,-1.118503572,-1.224660413,0.011656989,-1.241036088,-1.414336442,NA,
2425,6060001,6070001,6065001,0.015776718,-0.356231017,-0.290559801,1.492488442,-0.56178714,-0.274466992,0.136398437,-1.203593408,-1.306533499,0.058244292,-0.677465111,-1.234759486,NA,
2426,6062501,6072501,6067501,0.015776718,-0.326849566,-0.290559801,1.34470078,-0.635309724,-0.346772937,-0.186122682,-1.380486395,-1.204214491,-0.096044528,-0.286322888,-1.088412602,NA,
2427,6065001,6075001,6070001,0.536408399,-0.371488842,-0.290559801,1.295794437,-0.551914597,-0.350471541,-0.273885793,-1.473392827,-1.135402506,-0.112007124,0.031187801,-0.978342678,NA,
2428,6067501,6077501,6072501,1.323306683,-0.300427774,-0.636554712,1.578630342,-0.61465705,-0.544107439,-0.507472838,-1.51607531,-1.117015139,-0.121512865,0.196054624,-0.959613983,NA,
2429,6070001,6080001,6075001,0.860146826,0.030461295,-0.816239167,1.649645612,-0.629828849,-0.842620687,-0.404066767,-1.375093876,-0.925159588,-0.257776329,0.694952619,-1.160275686,NA,
2430,6072501,6082501,6077501,0.483041945,0.27778011,-0.942610749,2.167353515,-0.579060341,-0.568730845,-0.112526863,-1.1870512,-1.222251418,-0.208843689,0.54295348,-1.406676089,NA,
2431,6075001,6085001,6080001,-0.27913557,0.236201385,-0.990241266,1.902970119,-0.491970822,-0.324345003,-0.061454311,-1.213324524,-1.304331999,-0.315013396,0.562116421,-1.367915423,NA,
